CloneID	dbEST_ID	GenBank_Accn	CloneName
CA891	25201651	CV090863	photosystem II protein X precursor 
CA891	25201651	CV090863	photosystem II protein X precursor 
CA891	25201651	CV090863	photosystem II protein X precursor 
CA892	25201652	CV090864	hypothetical protein 
CA892	25201652	CV090864	hypothetical protein 
CA892	25201652	CV090864	hypothetical protein 
CA893	25201653	CV090865	Periodic tryptophan protein 2 gene (PWP2) from Homo sapiens and contains 6 WD40, G-beta repeat domains
CA893	25201653	CV090865	Periodic tryptophan protein 2 gene (PWP2) from Homo sapiens and contains 6 WD40, G-beta repeat domains
CA893	25201653	CV090865	Periodic tryptophan protein 2 gene (PWP2) from Homo sapiens and contains 6 WD40, G-beta repeat domains
CA895	25201654	CV090866	low scores
CA895	25201654	CV090866	low scores
CA895	25201654	CV090866	low scores
CA896	25201655	CV090867	cytochrome P450-like protein 
CA896	25201655	CV090867	cytochrome P450-like protein 
CA896	25201655	CV090867	cytochrome P450-like protein 
CA897	25201656	CV090868	Mutator-like transposase
CA897	25201656	CV090868	Mutator-like transposase
CA897	25201656	CV090868	Mutator-like transposase
CA898	25201657	CV090869	low scores
CA898	25201657	CV090869	low scores
CA898	25201657	CV090869	low scores
CA899	25201658	CV090870	3-ISOPROPYLMALATE DEHYDROGENASE PRECURSOR
CA899	25201658	CV090870	3-ISOPROPYLMALATE DEHYDROGENASE PRECURSOR
CA899	25201658	CV090870	3-ISOPROPYLMALATE DEHYDROGENASE PRECURSOR
CA9	20190461	CF811016	serine protease-like protein
CA9	20190461	CF811016	serine protease-like protein
CA9	20190461	CF811016	serine protease-like protein
CA90	20190453	CF811008	Putative protein
CA90	20190453	CF811008	Putative protein
CA90	20190453	CF811008	Putative protein
CA90	20190453	CF811008	Putative protein
CA90	20190453	CF811008	Putative protein
CA901	25201659	CV090871	putative protein kinase 
CA901	25201659	CV090871	putative protein kinase 
CA901	25201659	CV090871	putative protein kinase 
CA902	25201660	CV090872	cytochrome P450 monooxygenase 
CA902	25201660	CV090872	cytochrome P450 monooxygenase 
CA902	25201660	CV090872	cytochrome P450 monooxygenase 
CA903	25201661	CV090873	CALTRACTIN (CENTRIN)
CA903	25201661	CV090873	CALTRACTIN (CENTRIN)
CA903	25201661	CV090873	CALTRACTIN (CENTRIN)
CA907	25201662	CV090874	 hypothetical protein 
CA907	25201662	CV090874	 hypothetical protein 
CA907	25201662	CV090874	 hypothetical protein 
CA908	25201663	CV090875	unknown protein 
CA908	25201663	CV090875	unknown protein 
CA908	25201663	CV090875	unknown protein 
CA912	25201664	CV090876	low scores
CA912	25201664	CV090876	low scores
CA912	25201664	CV090876	low scores
CA913	25201665	CV090877	low scores (NONE)
CA913	25201665	CV090877	low scores (NONE)
CA913	25201665	CV090877	low scores (NONE)
CA915	25201666	CV090878	cysteine proteinase
CA915	25201666	CV090878	cysteine proteinase
CA915	25201666	CV090878	cysteine proteinase
CA916	25201667	CV090879	ubiquitin conjugating protein
CA916	25201667	CV090879	ubiquitin conjugating protein
CA916	25201667	CV090879	ubiquitin conjugating protein
CA917	25201668	CV090880	late embryogenesis abundant protein
CA917	25201668	CV090880	late embryogenesis abundant protein
CA917	25201668	CV090880	late embryogenesis abundant protein
CA918	25201669	CV090881	No significant similarity found
CA918	25201669	CV090881	No significant similarity found
CA918	25201669	CV090881	No significant similarity found
CA921	25201670	CV090882	serine-arginine-rich splicing regulatory protein
CA921	25201670	CV090882	serine-arginine-rich splicing regulatory protein
CA921	25201670	CV090882	serine-arginine-rich splicing regulatory protein
CA922	25201671	CV090883	synaptobrevin-like protein 
CA922	25201671	CV090883	synaptobrevin-like protein 
CA922	25201671	CV090883	synaptobrevin-like protein 
CA925	25201672	CV090884	Unknown protein 
CA925	25201672	CV090884	Unknown protein 
CA927	25201673	CV090885	early light-inducible protein precursor 
CA927	25201673	CV090885	early light-inducible protein precursor 
CA927	25201673	CV090885	early light-inducible protein precursor 
CA928	25201674	CV090886	OXYGEN-EVOLVING ENHANCER PROTEIN 1
CA928	25201674	CV090886	OXYGEN-EVOLVING ENHANCER PROTEIN 1
CA928	25201674	CV090886	OXYGEN-EVOLVING ENHANCER PROTEIN 1
CA93	20190455	CF811010	Chloroplast nucleoid DNA binding protein
CA93	20190455	CF811010	Chloroplast nucleoid DNA binding protein
CA93	20190455	CF811010	Chloroplast nucleoid DNA binding protein
CA93	20190455	CF811010	Chloroplast nucleoid DNA binding protein
CA93	20190455	CF811010	Chloroplast nucleoid DNA binding protein
CA93	20190455	CF811010	Chloroplast nucleoid DNA binding protein
CA930	25201675	CV090887	cysteine protease component of protease-inhibitor complex 
CA930	25201675	CV090887	cysteine protease component of protease-inhibitor complex 
CA930	25201675	CV090887	cysteine protease component of protease-inhibitor complex 
CA933	25201676	CV090888	similarity to Rhodococcus amidase 
CA933	25201676	CV090888	similarity to Rhodococcus amidase 
CA933	25201676	CV090888	similarity to Rhodococcus amidase 
CA934	25201677	CV090889	ferritin 2 precursor 
CA934	25201677	CV090889	ferritin 2 precursor 
CA934	25201677	CV090889	ferritin 2 precursor 
CA936	25201678	CV090890	putative protein transport protein SEC13 
CA936	25201678	CV090890	putative protein transport protein SEC13 
CA936	25201678	CV090890	putative protein transport protein SEC13 
CA937	25201679	CV090891	eukaryotic release factor 1 homolog
CA937	25201679	CV090891	eukaryotic release factor 1 homolog
CA937	25201679	CV090891	eukaryotic release factor 1 homolog
CA94	20190456	CF811011	Phosphoinositide-specific phospholipase
CA94	20190456	CF811011	Phosphoinositide-specific phospholipase
CA94	20190456	CF811011	Phosphoinositide-specific phospholipase
CA94	20190456	CF811011	Phosphoinositide-specific phospholipase
CA94	20190456	CF811011	Phosphoinositide-specific phospholipase
CA94	20190456	CF811011	Phosphoinositide-specific phospholipase
CA940	25201680	CV090892	hypothetical protein
CA940	25201680	CV090892	hypothetical protein
CA940	25201680	CV090892	hypothetical protein
CA942	25201681	CV090893	ABC transporter-like protein 
CA942	25201681	CV090893	ABC transporter-like protein 
CA942	25201681	CV090893	ABC transporter-like protein 
CA945	25201682	CV090894	hypothetical protein
CA945	25201682	CV090894	hypothetical protein
CA945	25201682	CV090894	hypothetical protein
CA951	25201683	CV090895	histone H1 
CA951	25201683	CV090895	histone H1 
CA951	25201683	CV090895	histone H1 
CA99	20190460	CF811015	Putative SET domain transcriptional regulator
CA99	20190460	CF811015	Putative SET domain transcriptional regulator
CA99	20190460	CF811015	Putative SET domain transcriptional regulator
CA99	20190460	CF811015	Putative SET domain transcriptional regulator
CA99	20190460	CF811015	Putative SET domain transcriptional regulator
CA99	20190460	CF811015	Putative SET domain transcriptional regulator
NA1	20190569	CF811124	S-adenosylmethionine synthetase 3 
NA100	20190570	CF811125	putative protein
NA100	20190570	CF811125	putative protein
NA100	20190570	CF811125	putative protein
NA1000	20190571	CF811126	unknown protein
NA1000	20190571	CF811126	unknown protein
NA1000	20190571	CF811126	unknown protein
NA1002	20190572	CF811127	P48h-10 protein precursor 
NA1002	20190572	CF811127	P48h-10 protein precursor 
NA1002	20190572	CF811127	P48h-10 protein precursor 
NA1003	20190573	CF811128	histone H3.2
NA1003	20190573	CF811128	histone H3.2
NA1003	20190573	CF811128	histone H3.2
NA1004	20190574	CF811129	hypothetical protein 
NA1004	20190574	CF811129	hypothetical protein 
NA1004	20190574	CF811129	hypothetical protein 
NA1005	20190575	CF811130	unknown protein
NA1005	20190575	CF811130	unknown protein
NA1005	20190575	CF811130	unknown protein
NA1006	20190576	CF811131	unknown protein
NA1006	20190576	CF811131	unknown protein
NA1006	20190576	CF811131	unknown protein
NA1008	20190578	CF811133	expressed protein
NA1008	20190578	CF811133	expressed protein
NA1008	20190578	CF811133	expressed protein
NA1009	Not submitted	Not submitted	hypothetical protein 
NA1009	Not submitted	Not submitted	hypothetical protein 
NA1009	Not submitted	Not submitted	hypothetical protein 
NA1011	20190581	CF811136	HMG protein 
NA1011	20190581	CF811136	HMG protein 
NA1011	20190581	CF811136	HMG protein 
NA1012	20190582	CF811137	dehydrin 1 
NA1012	20190582	CF811137	dehydrin 1 
NA1012	20190582	CF811137	dehydrin 1 
NA1013	20190583	CF811138	ribosomal protein L7
NA1013	20190583	CF811138	ribosomal protein L7
NA1013	20190583	CF811138	ribosomal protein L7
NA1014	Not submitted	Not submitted	none
NA1014	Not submitted	Not submitted	none
NA1014	Not submitted	Not submitted	none
NA1015	20190584	CF811139	hypothetical protein 
NA1015	20190584	CF811139	hypothetical protein 
NA1015	20190584	CF811139	hypothetical protein 
NA1016	20190585	CF811140	unnamed protein product 
NA1016	20190585	CF811140	unnamed protein product 
NA1016	20190585	CF811140	unnamed protein product 
NA1017	20190586	CF811141	Putative Nonclathrin coat protein gamma 
NA1017	20190586	CF811141	Putative Nonclathrin coat protein gamma 
NA1017	20190586	CF811141	Putative Nonclathrin coat protein gamma 
NA1018	20190587	CF811142	Thaumatin-like protein 1 precursor 
NA1018	20190587	CF811142	Thaumatin-like protein 1 precursor 
NA1018	20190587	CF811142	Thaumatin-like protein 1 precursor 
NA1019	20190588	CF811143	cellulase
NA1019	20190588	CF811143	cellulase
NA1019	20190588	CF811143	cellulase
NA102	20190589	CF811144	casein kinase, putative; protein
NA102	20190589	CF811144	casein kinase, putative; protein
NA102	20190589	CF811144	casein kinase, putative; protein
NA1020	20190590	CF811145	zinc finger protein
NA1020	20190590	CF811145	zinc finger protein
NA1020	20190590	CF811145	zinc finger protein
NA1021	20190591	CF811146	F1 ATPase subunit alpha 
NA1021	20190591	CF811146	F1 ATPase subunit alpha 
NA1021	20190591	CF811146	F1 ATPase subunit alpha 
NA1022	20190592	CF811147	inositol 1,4,5-trisphosphate 
NA1022	20190592	CF811147	inositol 1,4,5-trisphosphate 
NA1022	20190592	CF811147	inositol 1,4,5-trisphosphate 
NA1023	20190593	CF811148	expressed protein
NA1023	20190593	CF811148	expressed protein
NA1023	20190593	CF811148	expressed protein
NA1024	20190594	CF811149	putative protein
NA1024	20190594	CF811149	putative protein
NA1024	20190594	CF811149	putative protein
NA1025	20190595	CF811150	fructokinase-like protein
NA1025	20190595	CF811150	fructokinase-like protein
NA1025	20190595	CF811150	fructokinase-like protein
NA1026	20190596	CF811151	japonica cultivar-group
NA1026	20190596	CF811151	japonica cultivar-group
NA1026	20190596	CF811151	japonica cultivar-group
NA1027	20190597	CF811152	riboflavin synthase alpha chain 
NA1027	20190597	CF811152	riboflavin synthase alpha chain 
NA1027	20190597	CF811152	riboflavin synthase alpha chain 
NA1028	20190598	CF811153	receptor like protein 
NA1028	20190598	CF811153	receptor like protein 
NA1028	20190598	CF811153	receptor like protein 
NA1029	20190599	CF811154	putative protein
NA1029	20190599	CF811154	putative protein
NA1029	20190599	CF811154	putative protein
NA103	20190600	CF811155	putative protein
NA103	20190600	CF811155	putative protein
NA103	20190600	CF811155	putative protein
NA1030	20190601	CF811156	actin
NA1030	20190601	CF811156	actin
NA1030	20190601	CF811156	actin
NA1031	20190602	CF811157	lipid-transfer protein 
NA1031	20190602	CF811157	lipid-transfer protein 
NA1031	20190602	CF811157	lipid-transfer protein 
NA1032	20190603	CF811158	putative protein
NA1032	20190603	CF811158	putative protein
NA1032	20190603	CF811158	putative protein
NA1034	20190604	CF811159	protein F14G9.10 
NA1034	20190604	CF811159	protein F14G9.10 
NA1034	20190604	CF811159	protein F14G9.10 
NA1035	20190605	CF811160	hypothetical protein 
NA1035	20190605	CF811160	hypothetical protein 
NA1035	20190605	CF811160	hypothetical protein 
NA1036	20190606	CF811161	60S ribosomal protein
NA1036	20190606	CF811161	60S ribosomal protein
NA1036	20190606	CF811161	60S ribosomal protein
NA1038	20190607	CF811162	putative protein
NA1038	20190607	CF811162	putative protein
NA1038	20190607	CF811162	putative protein
NA1039	20190608	CF811163	protoporphyrinogen oxidase
NA1039	20190608	CF811163	protoporphyrinogen oxidase
NA1039	20190608	CF811163	protoporphyrinogen oxidase
NA104	20190609	CF811164	GSH-dependent dehydroascorbate reductase 1 
NA104	20190609	CF811164	GSH-dependent dehydroascorbate reductase 1 
NA104	20190609	CF811164	GSH-dependent dehydroascorbate reductase 1 
NA1040	20190610	CF811165	putative receptor protein 
NA1040	20190610	CF811165	putative receptor protein 
NA1040	20190610	CF811165	putative receptor protein 
NA1041	20190611	CF811166	acidic ribosomal protein 
NA1041	20190611	CF811166	acidic ribosomal protein 
NA1041	20190611	CF811166	acidic ribosomal protein 
NA1042	20190612	CF811167	hypothetical protein 
NA1042	20190612	CF811167	hypothetical protein 
NA1042	20190612	CF811167	hypothetical protein 
NA1043	20190613	CF811168	Metallothionein-like protein
NA1043	20190613	CF811168	Metallothionein-like protein
NA1043	20190613	CF811168	Metallothionein-like protein
NA1048	20190615	CF811170	putative F-box protein family
NA1048	20190615	CF811170	putative F-box protein family
NA1048	20190615	CF811170	putative F-box protein family
NA1049	Not submitted	Not submitted	none
NA1049	Not submitted	Not submitted	none
NA1049	Not submitted	Not submitted	none
NA105	20190616	CF811171	phospholipase D zeta1 (5' fragment
NA105	20190616	CF811171	phospholipase D zeta1 (5' fragment
NA105	20190616	CF811171	phospholipase D zeta1 (5' fragment
NA1050	20190617	CF811172	putative protein
NA1050	20190617	CF811172	putative protein
NA1051	20190618	CF811173	phosphoglyceromutase 
NA1051	20190618	CF811173	phosphoglyceromutase 
NA1051	20190618	CF811173	phosphoglyceromutase 
NA1052	20190619	CF811174	putative RNA helicase
NA1052	20190619	CF811174	putative RNA helicase
NA1052	20190619	CF811174	putative RNA helicase
NA1053	20190620	CF811175	PII protein 
NA1053	20190620	CF811175	PII protein 
NA1053	20190620	CF811175	PII protein 
NA1054	Not submitted	Not submitted	none
NA1054	Not submitted	Not submitted	none
NA1054	Not submitted	Not submitted	none
NA1055	20190621	CF811176	putative receptor protein kinase 
NA1055	20190621	CF811176	putative receptor protein kinase 
NA1055	20190621	CF811176	putative receptor protein kinase 
NA1056	20190622	CF811177	histone H3.3
NA1056	20190622	CF811177	histone H3.3
NA1056	20190622	CF811177	histone H3.3
NA1057	Not submitted	Not submitted	low scores
NA1057	Not submitted	Not submitted	low scores
NA1057	Not submitted	Not submitted	low scores
NA1057	Not submitted	Not submitted	low scores
NA1059	25201684	CV090896	putative protein 
NA1059	25201684	CV090896	putative protein 
NA1059	25201684	CV090896	putative protein 
NA1059	25201684	CV090896	putative protein 
NA1059	25201684	CV090896	putative protein 
NA1059	25201684	CV090896	putative protein 
NA106	20190623	CF811178	No significant similarity found
NA106	20190623	CF811178	No significant similarity found
NA106	20190623	CF811178	No significant similarity found
NA1061	25201685	CV090897	early light-induced protein
NA1061	25201685	CV090897	early light-induced protein
NA1061	25201685	CV090897	early light-induced protein
NA1061	25201685	CV090897	early light-induced protein
NA1061	25201685	CV090897	early light-induced protein
NA1061	25201685	CV090897	early light-induced protein
NA1062	25201686	CV090898	hypothetical protein
NA1062	25201686	CV090898	hypothetical protein
NA1062	25201686	CV090898	hypothetical protein
NA1062	25201686	CV090898	hypothetical protein
NA1062	25201686	CV090898	hypothetical protein
NA1062	25201686	CV090898	hypothetical protein
NA1063	25201687	CV090899	hypothetical protein 
NA1063	25201687	CV090899	hypothetical protein 
NA1063	25201687	CV090899	hypothetical protein 
NA1064	25201688	CV090900	putative GDSL-motif lipase/acylhydrolase
NA1064	25201688	CV090900	putative GDSL-motif lipase/acylhydrolase
NA1064	25201688	CV090900	putative GDSL-motif lipase/acylhydrolase
NA1065	25201689	CV090901	low scores
NA1065	25201689	CV090901	low scores
NA1065	25201689	CV090901	low scores
NA1066	25201690	CV090902	nuclear envelope membrane protein-like 
NA1066	25201690	CV090902	nuclear envelope membrane protein-like 
NA1066	25201690	CV090902	nuclear envelope membrane protein-like 
NA1067	25201691	CV090903	probable DNA-binding protein
NA1067	25201691	CV090903	probable DNA-binding protein
NA1067	25201691	CV090903	probable DNA-binding protein
NA1068	Not submitted	Not submitted	low scores
NA1068	Not submitted	Not submitted	low scores
NA1068	Not submitted	Not submitted	low scores
NA1069	25201692	CV090904	glutamyl aminopeptidase homolog 
NA1069	25201692	CV090904	glutamyl aminopeptidase homolog 
NA1069	25201692	CV090904	glutamyl aminopeptidase homolog 
NA107	20190624	CF811179	sulfolipid synthase 
NA107	20190624	CF811179	sulfolipid synthase 
NA107	20190624	CF811179	sulfolipid synthase 
NA1070	25201693	CV090905	cellulose synthase catalytic subunit
NA1070	25201693	CV090905	cellulose synthase catalytic subunit
NA1070	25201693	CV090905	cellulose synthase catalytic subunit
NA1071	25201694	CV090906	RNA-binding protein RBP37 
NA1071	25201694	CV090906	RNA-binding protein RBP37 
NA1071	25201694	CV090906	RNA-binding protein RBP37 
NA1072	25201695	CV090907	ascorbate peroxidase
NA1072	25201695	CV090907	ascorbate peroxidase
NA1074	25201696	CV090908	 leucine-rich repeat disease resistance protein
NA1074	25201696	CV090908	 leucine-rich repeat disease resistance protein
NA1074	25201696	CV090908	 leucine-rich repeat disease resistance protein
NA1075	25201697	CV090909	KN1-type homeobox protein 
NA1075	25201697	CV090909	KN1-type homeobox protein 
NA1075	25201697	CV090909	KN1-type homeobox protein 
NA1076	25201698	CV090910	seed maturation protein PM26 
NA1076	25201698	CV090910	seed maturation protein PM26 
NA1076	25201698	CV090910	seed maturation protein PM26 
NA1077	25201699	CV090911	XIAP associated factor-1
NA1077	25201699	CV090911	XIAP associated factor-1
NA1077	25201699	CV090911	XIAP associated factor-1
NA1078	Not submitted	Not submitted	putative GTP-binding protein
NA1078	Not submitted	Not submitted	putative GTP-binding protein
NA1078	Not submitted	Not submitted	putative GTP-binding protein
NA1079	25201700	CV090912	GSH-dependent dehydroascorbate reductase 1
NA1079	25201700	CV090912	GSH-dependent dehydroascorbate reductase 1
NA1079	25201700	CV090912	GSH-dependent dehydroascorbate reductase 1
NA108	20190625	CF811180	Expressed protein
NA108	20190625	CF811180	Expressed protein
NA108	20190625	CF811180	Expressed protein
NA1080	Not submitted	Not submitted	bad sequence 5' and 3'
NA1080	Not submitted	Not submitted	bad sequence 5' and 3'
NA1080	Not submitted	Not submitted	bad sequence 5' and 3'
NA1081	25201701	CV090913	ubiquitin carrier protein 4
NA1081	25201701	CV090913	ubiquitin carrier protein 4
NA1081	25201701	CV090913	ubiquitin carrier protein 4
NA1082	25201702	CV090914	unknown
NA1082	25201702	CV090914	unknown
NA1082	25201702	CV090914	unknown
NA1083	25201703	CV090915	ribosomal protein L33
NA1083	25201703	CV090915	ribosomal protein L33
NA1083	25201703	CV090915	ribosomal protein L33
NA1084	25201704	CV090916	low scores
NA1084	25201704	CV090916	low scores
NA1084	25201704	CV090916	low scores
NA1085	25201705	CV090917	RUBISCO SMALL SUBUNIT
NA1085	25201705	CV090917	RUBISCO SMALL SUBUNIT
NA1085	25201705	CV090917	RUBISCO SMALL SUBUNIT
NA1086	25201706	CV090918	INITIATION FACTOR 5A-4 (EIF-5A)
NA1086	25201706	CV090918	INITIATION FACTOR 5A-4 (EIF-5A)
NA1086	25201706	CV090918	INITIATION FACTOR 5A-4 (EIF-5A)
NA1087	25201707	CV090919	UBIQUITIN-CONJUGATING ENZYME E2-23 KD
NA1087	25201707	CV090919	UBIQUITIN-CONJUGATING ENZYME E2-23 KD
NA1087	25201707	CV090919	UBIQUITIN-CONJUGATING ENZYME E2-23 KD
NA1088	Not submitted	Not submitted	bad sequence 5' and 3'
NA1088	Not submitted	Not submitted	bad sequence 5' and 3'
NA1088	Not submitted	Not submitted	bad sequence 5' and 3'
NA1089	25201708	CV090920	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA1089	25201708	CV090920	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA1089	25201708	CV090920	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA109	20190626	CF811181	Hypothetical protein
NA109	20190626	CF811181	Hypothetical protein
NA109	20190626	CF811181	Hypothetical protein
NA1090	25201709	CV090921	GTP-binding protein
NA1090	25201709	CV090921	GTP-binding protein
NA1090	25201709	CV090921	GTP-binding protein
NA1091	25201710	CV090922	unknown protein 
NA1091	25201710	CV090922	unknown protein 
NA1091	25201710	CV090922	unknown protein 
NA1092	25201711	CV090923	multicatalytic endopeptidase complex 
NA1092	25201711	CV090923	multicatalytic endopeptidase complex 
NA1092	25201711	CV090923	multicatalytic endopeptidase complex 
NA1093	25201712	CV090924	protein kinase homolog
NA1093	25201712	CV090924	protein kinase homolog
NA1093	25201712	CV090924	protein kinase homolog
NA1094	25201713	CV090925	ATP-dependent RNA helicase-like protein
NA1094	25201713	CV090925	ATP-dependent RNA helicase-like protein
NA1094	25201713	CV090925	ATP-dependent RNA helicase-like protein
NA1095	25201714	CV090926	low scores
NA1095	25201714	CV090926	low scores
NA1095	25201714	CV090926	low scores
NA1097	25201715	CV090927	hypothetical protein
NA1097	25201715	CV090927	hypothetical protein
NA1097	25201715	CV090927	hypothetical protein
NA1098	Not submitted	Not submitted	PROTEASOME SUBUNIT ALPHA TYPE 5
NA1098	Not submitted	Not submitted	PROTEASOME SUBUNIT ALPHA TYPE 5
NA1098	Not submitted	Not submitted	PROTEASOME SUBUNIT ALPHA TYPE 5
NA1099	25201716	CV090928	XIAP associated factor-1
NA1099	25201716	CV090928	XIAP associated factor-1
NA1099	25201716	CV090928	XIAP associated factor-1
NA11	20190627	CF811182	unknown protein
NA110	20190628	CF811183	putative protein
NA110	20190628	CF811183	putative protein
NA110	20190628	CF811183	putative protein
NA1100	25201717	CV090929	low scores
NA1100	25201717	CV090929	low scores
NA1100	25201717	CV090929	low scores
NA1101	25201718	CV090930	low scores
NA1101	25201718	CV090930	low scores
NA1101	25201718	CV090930	low scores
NA1102	25201719	CV090931	embryonic protein ecp31 
NA1102	25201719	CV090931	embryonic protein ecp31 
NA1102	25201719	CV090931	embryonic protein ecp31 
NA1103	Not submitted	Not submitted	bad sequence 5' and 3'
NA1103	Not submitted	Not submitted	bad sequence 5' and 3'
NA1103	Not submitted	Not submitted	bad sequence 5' and 3'
NA1104	Not submitted	Not submitted	multicatalytic endopeptidase complex
NA1104	Not submitted	Not submitted	multicatalytic endopeptidase complex
NA1104	Not submitted	Not submitted	multicatalytic endopeptidase complex
NA1106	25201720	CV090932	No significant similarity found. With 5'and 3'
NA1106	25201720	CV090932	No significant similarity found. With 5'and 3'
NA1106	25201720	CV090932	No significant similarity found. With 5'and 3'
NA1107	25201721	CV090933	putative C2H2-type zinc finger protein
NA1107	25201721	CV090933	putative C2H2-type zinc finger protein
NA1107	25201721	CV090933	putative C2H2-type zinc finger protein
NA1108	25201722	CV090934	putative ABC transporter
NA1108	25201722	CV090934	putative ABC transporter
NA1108	25201722	CV090934	putative ABC transporter
NA1109	25201723	CV090935	low scores
NA1109	25201723	CV090935	low scores
NA1109	25201723	CV090935	low scores
NA111	20190629	CF811184	Hypothetical protein
NA111	20190629	CF811184	Hypothetical protein
NA111	20190629	CF811184	Hypothetical protein
NA1110	25201724	CV090936	 PROTEASOME SUBUNIT ALPHA TYPE 5
NA1110	25201724	CV090936	 PROTEASOME SUBUNIT ALPHA TYPE 5
NA1110	25201724	CV090936	 PROTEASOME SUBUNIT ALPHA TYPE 5
NA1112	25201725	CV090937	membrane channel protein
NA1112	25201725	CV090937	membrane channel protein
NA1112	25201725	CV090937	membrane channel protein
NA1113	25201726	CV090938	unknown protein
NA1113	25201726	CV090938	unknown protein
NA1113	25201726	CV090938	unknown protein
NA1115	25201727	CV090939	putative TATA binding protein associated factor 21kDa subunit 
NA1115	25201727	CV090939	putative TATA binding protein associated factor 21kDa subunit 
NA1115	25201727	CV090939	putative TATA binding protein associated factor 21kDa subunit 
NA1116	Not submitted	Not submitted	bad sequence 5' and 3'
NA1116	Not submitted	Not submitted	bad sequence 5' and 3'
NA1116	Not submitted	Not submitted	bad sequence 5' and 3'
NA1118	25201728	CV090940	ankyrin repeat-containing protein 2
NA1118	25201728	CV090940	ankyrin repeat-containing protein 2
NA1118	25201728	CV090940	ankyrin repeat-containing protein 2
NA1119	25201729	CV090941	SPF1 protein -
NA1119	25201729	CV090941	SPF1 protein -
NA1119	25201729	CV090941	SPF1 protein -
NA112	20190630	CF811185	   MALATE DEHYDROGENASE, GLYOXYSOMAL PRECURSOR
NA112	20190630	CF811185	   MALATE DEHYDROGENASE, GLYOXYSOMAL PRECURSOR
NA1122	25201730	CV090942	PROTEASOME SUBUNIT ALPHA TYPE 5
NA1122	25201730	CV090942	PROTEASOME SUBUNIT ALPHA TYPE 5
NA1122	25201730	CV090942	PROTEASOME SUBUNIT ALPHA TYPE 5
NA1123	Not submitted	Not submitted	bad sequence 5' and 3'
NA1123	Not submitted	Not submitted	bad sequence 5' and 3'
NA1123	Not submitted	Not submitted	bad sequence 5' and 3'
NA1124	25201731	CV090943	low scores
NA1124	25201731	CV090943	low scores
NA1124	25201731	CV090943	low scores
NA1125	Not submitted	Not submitted	low scores with 5 and 3'
NA1125	Not submitted	Not submitted	low scores with 5 and 3'
NA1125	Not submitted	Not submitted	low scores with 5 and 3'
NA1126	25201732	CV090944	Putative enoyl-CoA hydratase/isomerase
NA1126	25201732	CV090944	Putative enoyl-CoA hydratase/isomerase
NA1126	25201732	CV090944	Putative enoyl-CoA hydratase/isomerase
NA1127	Not submitted	Not submitted	bad sequence 5' and 3'
NA1127	Not submitted	Not submitted	bad sequence 5' and 3'
NA1128	Not submitted	Not submitted	bad sequence 5' and 3'
NA1128	Not submitted	Not submitted	bad sequence 5' and 3'
NA1128	Not submitted	Not submitted	bad sequence 5' and 3'
NA1129	25201733	CV090945	RUBISCO SMALL SUBUNIT
NA1129	25201733	CV090945	RUBISCO SMALL SUBUNIT
NA1129	25201733	CV090945	RUBISCO SMALL SUBUNIT
NA113	20190631	CF811186	salt-tolerance protein
NA113	20190631	CF811186	salt-tolerance protein
NA113	20190631	CF811186	salt-tolerance protein
NA1130	25201734	CV090946	water stress-induced ER5 protein
NA1130	25201734	CV090946	water stress-induced ER5 protein
NA1130	25201734	CV090946	water stress-induced ER5 protein
NA1131	25201735	CV090947	hypothetical protein
NA1131	25201735	CV090947	hypothetical protein
NA1131	25201735	CV090947	hypothetical protein
NA1132	25201736	CV090948	No significant similarity found with 5 and 3'  X and N
NA1132	25201736	CV090948	No significant similarity found with 5 and 3'  X and N
NA1132	25201736	CV090948	No significant similarity found with 5 and 3'  X and N
NA1134	25201737	CV090949	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA1134	25201737	CV090949	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA1134	25201737	CV090949	TRIOSEPHOSPHATE ISOMERASE, CYTOSOLIC (TIM)
NA1136	25201738	CV090950	unknown protein
NA1136	25201738	CV090950	unknown protein
NA1136	25201738	CV090950	unknown protein
NA1137	25201739	CV090951	low scores
NA1137	25201739	CV090951	low scores
NA1137	25201739	CV090951	low scores
NA1139	25201740	CV090952	hypothetical protein
NA1139	25201740	CV090952	hypothetical protein
NA1139	25201740	CV090952	hypothetical protein
NA1140	Not submitted	Not submitted	No significant similarity found with 3', 5'bad seq
NA1140	Not submitted	Not submitted	No significant similarity found with 3', 5'bad seq
NA1140	Not submitted	Not submitted	No significant similarity found with 3', 5'bad seq
NA1141	25201741	CV090953	putative myosin heavy chain
NA1141	25201741	CV090953	putative myosin heavy chain
NA1141	25201741	CV090953	putative myosin heavy chain
NA1142	25201742	CV090954	hypothetical protein
NA1142	25201742	CV090954	hypothetical protein
NA1142	25201742	CV090954	hypothetical protein
NA1143	25201743	CV090955	putative GDSL-motif lipase/acylhydrolase 
NA1143	25201743	CV090955	putative GDSL-motif lipase/acylhydrolase 
NA1143	25201743	CV090955	putative GDSL-motif lipase/acylhydrolase 
NA1144	25201744	CV090956	unknown protein 
NA1144	25201744	CV090956	unknown protein 
