gene_id,gi,genbank_locus_tag,gene_start,gene_stop,definition
SMu0759,24379290,SMU.835,783609,785420,conserved hypothetical protein (possible membrane protein)
SMu0760,24379291,SMU.836,785626,787260,hypothetical protein
SMu0761,24379292,SMU.837,787379,788221,oxidoreductase, aldo/keto reductase family
SMu0762,24379293,SMU.838,788354,789706,glutathione reductase
SMu0763,NULL,SMU.839c,790982,789726,folyl-polyglutamate synthetase/ dihydrofolate synthase
SMu0764,24379295,SMU.840c,791768,791322,hypothetical protein
SMu0765,24379296,SMU.841,791892,793034,aminotransferase, class V; possible cysteine desulphurase
SMu0766,24379297,SMU.842,793149,794366,thiamine biosynthesis protein
SMu0767,24379298,SMU.843,794504,795685,; possible capsule biosynthesis protein CapA
SMu0768,24379299,SMU.844,795716,796246,conserved hypothetical protein
SMu0769,24379300,SMU.845,796274,796861,conserved hypothetical protein
SMu0770,24379301,SMU.847c,797376,796972,hypothetical protein
SMu0771,24379302,SMU.846,797035,797349,50S ribosomal protein L21
SMu0772,24379303,SMU.848,797361,797696,conserved hypothetical protein
SMu0773,24379304,SMU.849,797718,798011,50S ribosomal protein L27
SMu0774,24379305,SMU.850,798325,799020,acetyltransferase, GNAT family
SMu0775,24379306,SMU.851,799021,799512,conserved hypothetical protein
SMu0776,24379307,SMU.852,800165,801070,transcriptional regulator, LysR family
SMu0777,24379308,SMU.853,801079,801540,lipoprotein signal peptidase
SMu0778,24379309,SMU.854,801530,802420,ribosomal large subunit pseudouridine synthase D
SMu0779,24379310,SMU.855,802622,803194,conserved hypothetical protein
SMu0780,24379311,SMU.856,803417,803947,bifunctional protein: pyrimidine operon regulatory protein and uracil phosphoribosyltransferase
SMu0781,24379312,SMU.857,803944,805209,xanthine/uracil permease
SMu0782,24379313,SMU.858,805214,806140,aspartate transcarbamoylase
SMu0783,24379314,SMU.859,806269,807357,carbamoyl-phosphate synthase,small subunit
SMu0784,24379315,SMU.860,807537,810716,carbamoyl-phosphate synthase, large subunit
SMu0785,24379316,SMU.862,810983,812317,conserved hypothetical protein
SMu0786,24379317,SMU.863,812323,813030,ABC transporter, ATP-binding protein
SMu0787,24379318,SMU.864,813040,814284,ABC transporter, permease component
SMu0788,24379319,SMU.865,814687,814962,30S ribosomal protein S16
SMu0789,24379320,SMU.866,814973,815212,conserved hypothetical protein
SMu0790,24379321,SMU.867,815301,815819,16S rRNA processing protein
SMu0791,24379322,SMU.868,815809,816531,tRNA (guanine-N1)-methyltransferase
SMu0792,24379323,SMU.869,816615,817628,thioredoxin reductase
SMu0793,24379324,SMU.870,817697,818494,lactose phosphotransferase system repressor/transcriptional repressor of the fructose operon
SMu0794,24379325,SMU.871,818491,819402,fructose-1-phosphate kinase
SMu0795,24379326,SMU.872,819399,821366,fructose-specific PTS system enzyme IIBC component
SMu0796,24379327,SMU.873,821698,823935,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
SMu0797,24379328,SMU.874,823953,825809, 5-methyltetrahydrofolate--homocysteine methyltransferase
SMu0798,24379329,SMU.875c,826466,825849,transposase,  IS861-like
SMu0799,NULL,SMU.876c,828247,827411,MSM operon regulatory protein
SMu0800,24379331,SMU.877,828355,830517,alpha-galactosidase (melibiase)
SMu0801,24379332,SMU.878,830530,831792,ABC transporter, sugar-binding protein
SMu0802,24379333,SMU.879,831805,832677,ABC transporter, sugar permease protein
SMu0803,24379334,SMU.880,832692,833525,multiple sugar-binding transport system permease protein MsmG
SMu0804,24379335,SMU.881,833680,835125,sucrose phosphorylase
SMu0805,24379336,SMU.882,835140,836273,multiple sugar-binding transport ATP-binding protein MsmK
SMu0806,24379337,SMU.883,836364,837974,glucan 1,6-alpha-glucosidase
SMu0807,NULL,SMU.885c,839132,838128,galactose repressor
SMu0808,24379339,SMU.886,839269,840441,galactokinase
SMu0809,24379340,SMU.887,840446,841921,galactose-1-phosphate uridylyltransferase
SMu0810,24379341,SMU.888,842007,843071,UDP-glucose 4-epimerase
SMu0811,24379342,SMU.889,843360,844418,penicillin-binding protein 2X
SMu0812,24379343,SMU.890,844622,845164,conserved hypothetical protein
SMu0813,24379344,SMU.891,845296,846900,type I restriction-modification system DNA methylase
SMu0814,24379345,SMU.892,846893,848704,type I restriction-modification system specificity determinant
SMu0815,24379346,SMU.893,848735,849880,anticodon nuclease
SMu0816,24379347,SMU.895,849954,850226,conserved hypothetical protein
SMu0817,24379348,SMU.896,850213,850491,conserved hypothetical protein
SMu0818,24379349,SMU.897,850494,853541,type I restriction-modification system,helicase subunits
SMu0819,24379350,SMU.898,853755,854129,conserved hypothetical protein
SMu0820,24379351,SMU.899,854135,854980,conserved hypothetical protein, DegV family
SMu0821,24379352,SMU.900,854992,855759,dihydrodipicolinate reductase
SMu0822,24379353,SMU.901,855756,856961,CCA-adding enzyme; tRNA nucleotidyltransferase
SMu0823,24379354,SMU.902,856964,858832,ABC transporter, ATP-binding protein
SMu0824,24379355,SMU.905,859289,861025,ABC-type multidrug/protein/lipid transport system, ATPase component
SMu0825,24379356,SMU.906,861036,862808,ABC transporter, ATP-binding / permease protein
SMu0826,24379357,SMU.909,862924,863844,malate permease
SMu0827,24379358,SMU.910,864064,868452,glucosyltransferase-S
SMu0828,24379359,SMU.911c,869136,868627,hypothetical protein
SMu0829,24379360,SMU.913,869772,871121,NADP-specific glutamate dehydrogenase
SMu0830,24379361,SMU.914c,871616,871233,conserved hypothetical protein
SMu0831,24379362,SMU.915c,872213,871725,conserved hypothetical protein
SMu0832,24379363,SMU.916c,872957,872226,conserved hypothetical protein
SMu0833,24379364,SMU.917c,873385,872939,6-pyruvoyl tetrahydropterin synthase, PTPS
SMu0834,24379365,SMU.919c,874038,873385,ATPase, confers aluminum resistance
SMu0835,24379366,SMU.921,874590,875024,transcriptional regulator
SMu0836,24379367,SMU.922,875028,876830,ABC-type multidrug / protein/ lipid transport system, ATPase component
SMu0837,24379368,SMU.923,876820,878574,ABC-type multidrug/protein/lipid transport system,ATPase component
SMu0838,24379369,SMU.924,878771,879256,thiol peroxidase
SMu0839,24379370,SMU.925,879393,879863,hypothetical protein
SMu0840,24379371,SMU.926,880091,880714,GTP pyrophosphokinase family protein
SMu0841,24379372,SMU.927,880715,881401,response regulator
SMu0842,24379373,SMU.928,881401,882639,sensor histidine kinase
SMu0843,24379374,SMU.929c,883045,882695,conserved hypothetical protein
SMu0844,24379375,SMU.930c,884103,883192,transcriptional regulator
SMu0845,24379376,SMU.932,884361,885368,conserved hypothetical protein
SMu0846,24379377,SMU.933,885392,886246,amino acid ABC transporter, amino acid substrate-binding protein
SMu0847,24379378,SMU.934,886256,886948,amino acid ABC transporter, permease protein
SMu0848,24379379,SMU.935,886957,887631,amino acid ABC transporter, permease protein
SMu0849,24379380,SMU.936,887641,888405,amino acid ABC transporter, ATP-binding protein
SMu0850,24379381,SMU.937,888612,889544,diphosphomevalonate decarboxylase
SMu0851,24379382,SMU.938,889546,890544,phosphomevalonate kinase
SMu0852,24379383,SMU.939,890554,891549,isopentenyl-diphosphate delta-isomerase
SMu0853,24379384,SMU.940c,892288,891632,hemolysin III-related protein
SMu0854,24379385,SMU.941c,892598,892257,conserved hypothetical protein
SMu0855,NULL,SMU.942c,894153,892870,3-hydroxy-3-methylglutaryl-CoA reductase
SMu0856,24379387,SMU.943c,895306,894131,hydroxymethylglutaryl-CoA synthase
SMu0857,24379388,SMU.944,895514,896353,thymidylate synthase
SMu0858,24379389,SMU.946,896470,897249,transporter for NMN
SMu0859,24379390,SMU.947,897334,897846,dihydrofolate reductase
SMu0860,24379391,SMU.948,897864,898034,conserved hypothetical protein
SMu0861,24379392,SMU.949,898059,899291,ATP-dependent Clp protease subunit X
SMu0862,24379393,SMU.950,899307,899900,GTP-binding protein
SMu0863,24379394,SMU.951,900229,901605,amino acid permease
SMu0864,24379395,SMU.952,901615,902565,homocysteine S-methyltransferase
SMu0865,24379396,SMU.953c,903961,902699,transcriptional regulator, GntR family
SMu0866,24379397,SMU.954,904059,904910,pyridoxal kinase
SMu0867,24379398,SMU.955,904907,905440,conserved hypothetical protein
SMu0868,NULL,SMU.956c,907599,905494,ATP-dependent Clp protease, ATP-binding subunit
SMu0869,24379400,SMU.957,907994,908497,50S ribosomal protein L10
SMu0870,24379401,SMU.958,908214,908534,hypothetical protein
SMu0871,24379402,SMU.959c,908795,908541,hypothetical protein
SMu0872,24379403,SMU.960,908563,908931,50S ribosomal protein L7/L12
SMu0873,24379404,SMU.961,909198,909749,macrophage infectivity potentiator-related protein
SMu0874,24379405,SMU.962,909770,910837,acyl-CoA dehydrogenase
SMu0875,24379406,SMU.963c,912328,911429,polysaccharide deacetylase family protein
SMu0876,24379407,SMU.965,912434,913720,homoserine dehydrogenase
SMu0877,24379408,SMU.966,913722,914588,homoserine kinase
SMu0878,24379409,SMU.967,914758,916035,bifunctional protein: folylpolyglutamate synthase/dihydrofolate synthase
SMu0879,24379410,SMU.968,916041,916619,GTP cyclohydrolase I
SMu0880,24379411,SMU.969,916629,917429,dihydropteroate synthase
SMu0881,24379412,SMU.970,917437,917799,dihydroneopterin aldolase
SMu0882,24379413,SMU.971,917796,918275, 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
SMu0883,24379414,SMU.972,918410,919330,UDP-N-acetylenolpyruvoylglucosamine reductase
SMu0884,24379415,SMU.973,919334,920488,ABC transporter ATP-binding protein - spermidine/putrescine transport
SMu0885,24379416,SMU.974,920472,921266,spermidine / putrescine ABC transporter (permease protein)
SMu0886,24379417,SMU.975,921263,922039,spermidine/putrescine ABC transporter, permease
SMu0887,24379418,SMU.976,922032,923105,spermidine/putrescine ABC transporter, spermidine/putrescine-binding protein
SMu0888,24379419,SMU.977,923185,923319,transcription antiterminator LicT (fragment)
SMu0890,24379420,SMU.980,924428,926362,beta-glucoside-specific EII permease
SMu0891,24379421,SMU.981,926535,927422,beta-glucosidase, BglB protein
SMu0892,24379422,SMU.982,927460,928017,beta-glucosidase, BglB protein
SMu0893,NULL,SMU.983c,929155,928250,transcriptional regulator
SMu0894,24379424,SMU.984,929340,929840,hypothetical protein
SMu0895,24379425,SMU.985,929971,931410,6-phospho-beta-glucosidase
SMu0896,24379426,SMU.986c,932013,931498,conserved hypothetical protein
SMu0897,24379427,SMU.987,932362,933723,cell wall surface anchor family protein
SMu0898,24379428,SMU.988,934040,935425,cardiolipin synthase
SMu0899,24379429,SMU.989,935710,936786,aspartate-semialdehyde dehydrogenase
SMu0900,24379430,SMU.990,936827,937708,dihydrodipicolinate synthase
SMu0901,24379431,SMU.991,937986,938354,conserved hypothetical protein (similar to ribonucleotide reductase alpha subunit)
SMu0902,24379432,SMU.992,938639,939604,hypothetical protein
SMu0903,24379433,SMU.993,939801,940652,GTP-binding protein
SMu0904,24379434,SMU.994,940639,941421,ribonuclease HII
SMu0905,24379435,SMU.995,941595,942557,ferrichrome ABC transporter (permease)
SMu0906,24379436,SMU.996,942554,943525,ABC transporter, permease protein;possible ferrichrome transport system
SMu0907,24379437,SMU.997,943522,944328,inorganic ion ABC transporter,ATP-binding protein; possible ferrichrome transport system
SMu0908,24379438,SMU.998,944370,945392,ABC transporter, ferrichrome-binding protein
SMu0909,24379439,SMU.999,945464,945745,hypothetical protein
SMu0910,24379440,SMU.1000,945720,945845,hypothetical protein
SMu0911,24379441,SMU.1001,945912,946754,DNA processing protein, Smf family
SMu0912,24379442,SMU.1002,946849,948966,DNA topoisomerase I
SMu0913,24379443,SMU.1003,949332,950666,glucose-inhibited division protein
SMu0914,24379444,SMU.1004,951112,955542,glucosyltransferase-I
SMu0915,24379445,SMU.1005,955738,960105,glucosyltransferase-SI
SMu0916,24379446,SMU.1006,960370,961122,ABC transporter, ATP-binding protein
SMu0917,24379447,SMU.1007,961124,963127,ABC transporter permease
SMu0918,24379448,SMU.1008,963169,963840,response regulator
SMu0919,24379449,SMU.1009,963837,964790,sensor histidine kinase
SMu0920,NULL,SMU.1010c,965990,964941,citrate lyase synthetase
SMu0921,NULL,SMU.1011c,967056,966166,citG protein
SMu0922,24379452,SMU.1012c,967751,967062,transcriptional regulator
SMu0923,24379453,SMU.1013c,969384,967981,Mg2+/citrate complex transporter
SMu0924,24379454,SMU.1014,969627,970007,hypothetical protein
SMu0926,24379455,SMU.1016,970026,970418,biotin carboxyl carrier protein
SMu0927,24379456,SMU.1017,970441,971562,oxaloacetate decarboxylase, sodium ion pump subunit
SMu0928,24379457,SMU.1018,971596,971724,hypothetical protein
SMu0929,24379458,SMU.1019,971809,972117,citrate lyase, gamma subunit
SMu0930,24379459,SMU.1020,972105,973007,citrate lyase, beta subunit
SMu0931,24379460,SMU.1021,972994,974529,citrate lyase alpha chain
SMu0932,24379461,SMU.1022,974570,975058,conserved hypothetical protein (possible CitXG protein)
SMu0933,24379462,SMU.1023,975071,976462,pyruvate carboxylase/oxaloacetate decarboxylase, alpha subunit
SMu0934,24379463,SMU.1024c,976691,976530,transposase fragment, IS861
SMu0935,24379464,SMU.1025,976838,977263,transcriptional regulator
SMu0936,24379465,SMU.1026,977310,977690,conserved hypothetical protein
SMu0937,24379466,SMU.1027,977808,978446,transcriptional regulator (TetR/AcrR family)
SMu0938,24379467,SMU.1028,978482,979516,hydrolase or acyltransferase
SMu0939,24379468,SMU.1029,980040,980396,conserved hypothetical protein
SMu0940,24379469,SMU.1030,980476,980706,conserved hypothetical protein
SMu0941,24379470,SMU.1031,981073,981276,excisionase
SMu0942,24379471,SMU.1032,981357,982523,transposon/phage-related integrase
SMu0943,24379472,SMU.1034c,984043,982973,conserved hypothetical protein (possible integrase/recombinase)
SMu0944,24379473,SMU.1035,984162,985043,ABC transporter ATP-binding protein homolog
SMu0945,24379474,SMU.1036,985064,985807,conserved hypothetical protein 
SMu0946,24379475,SMU.1037c,986733,985855,histidine kinase
SMu0947,24379476,SMU.1038c,987425,986733,response regulator
SMu0948,24379477,SMU.1039c,988391,987558,UDP-glucose:(glucosyl) LPS alpha1,2-glucosyltransferase
SMu0949,24379478,SMU.1040c,989162,988407,oxidoreductase, short-chain dehydrogenase/reductase
SMu0950,24379479,SMU.1041,989323,990069,ABC transporter, ATP-binding protein
SMu0951,24379480,SMU.1042,990066,991673,conserved hypothetical protein; possible ABC transporter, permease
SMu0952,24379481,SMU.1043c,992769,991774,phosphate acetyltransferase
SMu0953,24379482,SMU.1044c,993676,992786,ribosomal large subunit pseudouridine synthase
SMu0954,24379483,SMU.1045c,994506,993673,NAD(+) kinase (ATP-NAD kinase)
SMu0955,24379484,SMU.1046c,995146,994481,GTP pyrophosphokinase
SMu0956,24379485,SMU.1047c,995653,995546,hypothetical protein
SMu0957,24379486,SMU.1048,995645,996211,conserved hypothetical protein
SMu0958,24379487,SMU.1050,996314,997294,phosphoribosyl pyrophosphate synthetase
SMu0959,24379488,SMU.1051,997355,998416,aminotransferase (class V); possible iron-sulfur cofactor synthesis protein;pyridoxal-phosphate dependent aminotransferase
SMu0960,24379489,SMU.1052,998418,998765,conserved hypothetical protein
SMu0961,24379490,SMU.1053,999061,999702,possible redox-sensing transcriptional repressor Rex
SMu0962,24379491,SMU.1054,999726,1000421,glutamine amidotransferase
SMu0963,NULL,SMU.1055c,1001047,1000418,DNA repair protein RadC
SMu0965,NULL,SMU.1057c,1001933,1001196,acid tolerance protein
SMu0966,NULL,SMU.1058c,1002598,1001930,acid tolerance protein
SMu0967,NULL,SMU.1059c,1003222,1002695,acid tolerance protein
SMu0968,NULL,SMU.1060c,1004792,1003242,signal recognition particle
SMu0969,NULL,SMU.1061c,1005237,1004905,DNA-binding protein
SMu0970,NULL,SMU.1062c,1007077,1005347,glycine-betaine binding ABC transporter permease
SMu0971,NULL,SMU.1063c,1008294,1007080,amino acid ABC transporter, ATP-binding protein
SMu0972,24379501,SMU.1064c,1009199,1008567,transcriptional regulator
SMu0973,24379502,SMU.1065c,1009901,1009203,transcriptional regulator, GntR family
SMu0974,24379503,SMU.1066,1010105,1011658,GMP synthase
SMu0975,24379504,SMU.1067c,1012572,1011784,ABC transporter, permease protein
SMu0976,24379505,SMU.1068c,1013413,1012553,ABC transporter, ATP-binding protein
SMu0977,24379506,SMU.1069c,1013869,1013423,hypothetical protein
SMu0978,24379507,SMU.1070c,1014386,1013859,conserved hypothetical protein
SMu0979,24379508,SMU.1071c,1015401,1014550,conserved hypothetical protein
SMu0980,24379509,SMU.1072c,1015941,1015450,acyltransferase
SMu0981,NULL,SMU.1073c,1017675,1016005,formate--tetrahydrofolate ligase
SMu0982,24379511,SMU.1074,1017842,1018528,flavoprotein
SMu0983,24379512,SMU.1075,1018521,1019060,DNA/pantothenate metabolism flavoprotein
SMu0984,24379513,SMU.1076,1019135,1019707,conserved hypothetical protein (possible membrane protein)
SMu0985,24379514,SMU.1077,1019802,1021517,phosphoglucomutase
SMu0986,24379515,SMU.1078c,1023393,1021648,multidrug ABC transporter, ATP-binding and permease protein
SMu0987,24379516,SMU.1079c,1025123,1023390,ABC transporter, ATP-binding / permease protein
SMu0988,24379517,SMU.1080c,1025747,1025133,conserved hypothetical protein
SMu0989,24379518,SMU.1081c,1026726,1025749,conserved hypothetical protein
SMu0990,NULL,SMU.1082c,1027985,1026723,serine hydroxymethyltransferase
SMu0991,24379520,SMU.1083c,1028585,1027995,conserved hypothetical protein
SMu0992,NULL,SMU.1084c,1029414,1028578,protoporphyrinogen oxidase
SMu0993,NULL,SMU.1085c,1030490,1029411,peptide chain release factor 1
SMu0994,NULL,SMU.1086c,1031134,1030550,thymidine kinase
SMu0995,24379524,SMU.1087,1031284,1031469,4-oxalocrotonate tautomerase
SMu0996,24379525,SMU.1088,1031551,1032486,thiamine biosynthesis lipoprotein
SMu0997,24379526,SMU.1089,1032511,1033113,conserved hypothetical protein
SMu0998,24379527,SMU.1090,1033133,1034392,conserved hypothetical protein
SMu0999,24379528,SMU.1091,1034634,1036157,hypothetical protein (possible cell wall protein)
SMu1000,24379529,SMU.1093,1036487,1037995,ABC transporter permease protein
SMu1001,24379530,SMU.1094,1038011,1038667,ABC transporter, ATP-binding protein
SMu1002,NULL,SMU.1095c,1040306,1038786,proline/glycine betaine ABC permease and solute binding protein               
SMu1003,NULL,SMU.1096c,1041028,1040306,ABC transporter, ATP-binding protein
SMu1004,24379533,SMU.1097c,1041507,1041025,transcriptional regulator
SMu1005,24379534,SMU.1098c,1042469,1041507,oxidoreductase
SMu1006,24379535,SMU.1100c,1043866,1042742,permease
SMu1007,NULL,SMU.1102c,1045687,1044251,6-phospho-beta-glucosidase, required for arbutin uptake and metabolism
SMu1008,24379537,SMU.1104c,1046293,1045895,phosphoglycerate mutase-like protein
SMu1009,24379538,SMU.1105c,1046904,1046290,phosphoglycerate mutase-like protein
SMu1010,24379539,SMU.1106c,1047512,1046916,phosphoglycerate mutase-like protein
SMu1011,24379540,SMU.1107c,1048644,1048069,conserved hypothetical protein
SMu1012,24379541,SMU.1108c,1049588,1048776,hydrolase
SMu1013,24379542,SMU.1109c,1051056,1049803,conserved hypothetical protein
SMu1014,24379543,SMU.1111c,1052172,1051336,conserved hypothetical protein
SMu1015,24379544,SMU.1112c,1052796,1052392,conserved hypothetical protein
SMu1016,NULL,SMU.1113c,1053754,1053014,sortase
SMu1017,NULL,SMU.1114c,1056238,1053761,DNA gyrase A subunit
SMu1018,24379547,SMU.1115,1056409,1057395,L-lactate dehydrogenase
SMu1019,24379548,SMU.1116c,1058593,1057457,hypothetical protein
SMu1020,NULL,SMU.1117c,1060133,1058760,H2O-forming NADH Oxidase
SMu1021,24379550,SMU.1118c,1061329,1060373,ribonucleoside ABC transporter permease
SMu1022,24379551,SMU.1119c,1062407,1061331,ribonucleoside ABC transporter permease
SMu1023,NULL,SMU.1120c,1063932,1062400,ribonucleoside ABC transporter, ATP-binding protein
SMu1024,24379553,SMU.1121c,1065099,1064050,ribonucleoside ABC transporter, solute-binding protein
SMu1025,NULL,SMU.1122c,1065575,1065189,cytidine deaminase
SMu1026,NULL,SMU.1123c,1066227,1065565,deoxyribose-phosphate aldolase
SMu1027,NULL,SMU.1124c,1067523,1066246,pyrimidine-nucleoside phosphorylase
SMu1028,24379557,SMU.1125c,1068228,1067632,conserved hypothetical protein
SMu1029,24379558,SMU.1126,1068324,1069244,pantothenate kinase
SMu1030,161486822,SMU.1127,1069298,1069552,30S ribosomal protein S20
SMu1031,NULL,SMU.1128c,1070949,1069642,two-component sensor histidine kinase
SMu1032,NULL,SMU.1129c,1071613,1070939,two-component response regulator
SMu1033,24379562,SMU.1131c,1071927,1071664,hypothetical protein
SMu1034,NULL,SMU.1132c,1074877,1072328,lysyl-aminopeptidase
SMu1035,NULL,SMU.1133c,1075571,1074918,phosphate uptake regulatory protein
SMu1036,24379565,SMU.1134c,1076361,1075603,phosphate ABC transporter, ATP-binding protein
SMu1037,NULL,SMU.1135c,1077176,1076373,phosphate ABC transporter, ATP-binding protein
SMu1038,NULL,SMU.1136c,1078079,1077192,phosphate ABC transporter, permease
SMu1039,NULL,SMU.1137c,1079004,1078069,phosphate ABC transporter, permease
SMu1040,NULL,SMU.1138c,1079940,1079077,phosphate ABC transporter, periplasmic phosphate-binding protein
SMu1041,24379570,SMU.1139c,1081347,1080037,rRNA methyltransferase, NOL1/NOP2/sun family
SMu1042,24379571,SMU.1140c,1082103,1081411,conserved hypothetical protein (possible myo-inositol-1(or 4)-monophosphatase)
SMu1043,24379572,SMU.1141c,1082437,1082159,conserved hypothetical protein
SMu1044,24379573,SMU.1142c,1082843,1082430,conserved hypothetical protein (possible arsenate reductase)
SMu1045,24379574,SMU.1143c,1083824,1082904,bifunctional protein: riboflavin kinase/flavin adenine dinucleotide (FAD) synthase
SMu1046,NULL,SMU.1144c,1084736,1083855,tRNA pseudouridine synthase B
SMu1047,24379576,SMU.1145c,1086159,1084846,histidine kinase related to CovS
SMu1048,24379577,SMU.1146c,1086849,1086160,response regulator related to CovR
SMu1049,24379578,SMU.1147c,1087053,1086868,hypothetical protein
SMu1050,24379579,SMU.1148,1087165,1087932,ABC transporter, ATPase component
SMu1051,24379580,SMU.1149,1087932,1088672,ABC transporter, membrane spanning
SMu1052,24379581,SMU.1150,1088669,1089397,ABC transporter, membrane spanning
SMu1053,24379582,SMU.1151c,1090883,1089516,conserved hypothetical protein
SMu1054,24379583,SMU.1152c,1091113,1090880,conserved hypothetical protein
SMu1055,24379584,SMU.1153c,1092197,1091286,conserved hypothetical protein
SMu1056,24379585,SMU.1154c,1092912,1092616,conserved hypothetical protein
SMu1057,24379586,SMU.1155,1092763,1093218,hypothetical protein
SMu1058,24379587,SMU.1156c,1093263,1092916,hypothetical protein
SMu1059,24379588,SMU.1157c,1096667,1093482,conserved hypothetical protein
SMu1060,24379589,SMU.1158c,1097935,1096679,conserved hypothetical protein
SMu1061,24379590,SMU.1159c,1098187,1098023,hypothetical protein
SMu1062,24379591,SMU.1160c,1099252,1098230,hypothetical protein
SMu1063,24379592,SMU.1161c,1100071,1099325,conserved hypothetical protein
SMu1064,24379593,SMU.1163c,1102094,1100349,ABC transporter, ATPase component
SMu1065,24379594,SMU.1164c,1103859,1102087,ABC transporter, ATPase component
SMu1066,24379595,SMU.1165c,1104481,1103870,transcriptional regulator (TetR/AcrR family)
SMu1067,24379596,SMU.1166c,1107307,1104674,ABC transporter permease
SMu1068,24379597,SMU.1167c,1108024,1107323,ABC transporter ATP-binding protein
SMu1069,24379598,SMU.1168,1108137,1108685,transcriptional regulator (TetR/AcrR family)
SMu1070,24379599,SMU.1169c,1109372,1108809,thioredoxin family protein
SMu1071,NULL,SMU.1170c,1110099,1109386,cytochrome c-type biogenesis protein
SMu1072,24379601,SMU.1171c,1111066,1110296,conserved hypothetical protein
SMu1073,24379602,SMU.1172c,1111903,1111163,conserved hypothetical protein
SMu1074,NULL,SMU.1173c,1113230,1111917,O-acetylhomoserine sulfhydrylase
SMu1075,NULL,SMU.1174c,1115712,1113511,ATP-dependent DNA helicase
SMu1076,24379605,SMU.1175,1116158,1117522,sodium:alanine (or glycine) symporter
SMu1077,24379606,SMU.1176,1117621,1118811,cation efflux protein
SMu1078,24379607,SMU.1177c,1119767,1118934,amino acid ABC transporter, amino acid-binding protein
SMu1079,24379608,SMU.1178c,1120418,1119789,amino acid ABC transporter, ATP-binding protein
SMu1080,24379609,SMU.1179c,1121068,1120427,amino acid ABC transporter, permease
SMu1081,NULL,SMU.1180c,1121591,1121259,alkylphosphonate uptake protein
SMu1082,NULL,SMU.1182c,1122914,1121766,mannitol 1-phosphate 5-dehydrogenase
SMu1083,NULL,SMU.1183c,1123367,1122930,phosphotransferase system enzyme II
SMu1084,24379613,SMU.1184c,1125321,1123369,transcriptional regulator
SMu1085,NULL,SMU.1185c,1127060,1125351,mannitol PTS EII
SMu1086,NULL,SMU.1187c,1129422,1127608,L-glutamine-D-fructose-6-phosphate amidotransferase
SMu1087,NULL,SMU.1188c,1130149,1129595,signal peptidase I
SMu1088,24379617,SMU.1189c,1130470,1130228,conserved hypothetical protein
SMu1089,NULL,SMU.1190c,1132263,1130761,pyruvate kinase
SMu1090,NULL,SMU.1191c,1133350,1132337,6-phosphofructokinase
SMu1091,NULL,SMU.1192c,1136537,1133433,DNA-polymerase III subunit alpha
SMu1092,24379621,SMU.1193,1136715,1137086,transcriptional regulator, GntR family
SMu1093,24379622,SMU.1194,1137083,1137790,ABC transporter, ATP-binding protein
SMu1094,24379623,SMU.1195,1137800,1138618,ABC transporter permease protein
SMu1095,24379624,SMU.1196c,1139291,1138671,conserved hypothetical protein
SMu1096,24379625,SMU.1197,1139764,1140378,conserved hypothetical protein
SMu1097,NULL,SMU.1200c,1142083,1140884,30S ribosomal protein S1
SMu1098,24379627,SMU.1201c,1142745,1142584,conserved hypothetical protein
SMu1099,NULL,SMU.1203c,1143904,1142879,branched-chain amino acid aminotransferase
SMu1100,NULL,SMU.1204c,1146603,1144147,DNA topoisomerase IV subunit A
SMu1101,24379630,SMU.1205c,1147284,1146796,hypothetical protein
SMu1102,24379631,SMU.1206c,1147944,1147387,conserved hypothetical protein
SMu1103,NULL,SMU.1207c,1148667,1148062,cell filamentation / mobilization protein
SMu1104,24379633,SMU.1208c,1149467,1148712,hypothetical protein
SMu1105,24379634,SMU.1209c,1151083,1149743,hypothetical protein
SMu1106,NULL,SMU.1210c,1153048,1151099,DNA topoisomerase IV subunit B
SMu1107,24379636,SMU.1211,1153161,1153799,conserved hypothetical protein
SMu1108,24379637,SMU.1213c,1156100,1153986,5'-nucleotidase/2',3'-cyclic-nucleotide 2'-phosphodiesterase
SMu1109,NULL,SMU.1214c,1157554,1156286,dihydroorotase
SMu1110,NULL,SMU.1215c,1158217,1157564,uracil-DNA glycosylase
SMu1111,24379640,SMU.1216c,1158893,1158240,ABC transporter, amino acid permease
SMu1112,24379641,SMU.1217c,1159894,1159043,amino acid ABC transporter, substrate binding protein
SMu1113,NULL,SMU.1218c,1161451,1160009,Gln-dependent amidotransferase, subunit A
SMu1114,24379643,SMU.1219c,1161852,1161511,conserved hypothetical protein
SMu1115,24379644,SMU.1220c,1162526,1162026,conserved hypothetical protein
SMu1116,NULL,SMU.1221c,1163487,1162858,orotate phosphoribosyltransferase
SMu1117,NULL,SMU.1222c,1164280,1163588,orotidine 5'-phosphate decarboxylase
SMu1118,NULL,SMU.1223c,1165202,1164273,dihydroorotate dehydrogenase
SMu1119,NULL,SMU.1224c,1165988,1165212,dihydroorotate dehydrogenase electron transfer subunit
SMu1120,24379649,SMU.1225,1166241,1167149,transcriptional regulator, LysR family; probable metCcysK operon transcriptional activator
SMu1121,24379650,SMU.1226c,1167982,1167215,histidine protein kinase 
SMu1122,NULL,SMU.1227c,1168688,1167984,purine-nucleotide phosphorylase
SMu1123,24379652,SMU.1228c,1169612,1168902,glutamine amidotransferase 
