#gi	CAI	CAI_Alm	CBI	COG	COGanno	COGfun	Annotation
370799	1.15743425361937	2.72939609028755	0.92337349792622	1259	Uncharacterized conserved protein	S	conserved hypothetical protein
370800	1.29026663955843	3.23442492152682	1.08174750378054	120	Ribose 5-phosphate isomerase	G	ribose 5-phosphate isomerase
370801	1.24157609505482	3.15275858674377	1.0836004188346	-	-	-	hypothetical protein
370802	1.372183442037	3.64314686938953	1.15927781166296	1830	DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes	G	fructose-bisphosphate aldolase, class I
370803	1.24271702122202	3.56388843594849	1.20380006001951	531	Amino acid transporters	E	amino acid antiporter
370804	1.32212724527998	3.52129483344534	1.16071584540853	37	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	D	conserved hypothetical protein
370805	1.26731779149874	3.13650688798907	1.0816908057148	1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	L	UvrD/REP helicase family protein
370806	1.32301952990464	3.5856332619475	1.15827216169838	496	Predicted acid phosphatase	R	stationary-phase survival protein SurE
370807	1.25416090782285	3.47083735895563	1.14185185059028	382	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	H	4-hydroxybenzoate octaprenyltransferase
370808	1.32370976455985	3.47119866156437	1.11859513714955	163	3-polyprenyl-4-hydroxybenzoate decarboxylase	H	phenylacrylic acid decarboxylase
370809	1.30754138363446	3.19272899522927	1.05353880334411	1284	Uncharacterized conserved protein	S	conserved hypothetical protein
370810	1.24845832456946	3.11288124579962	1.00701864633793	-	-	-	hypothetical protein
370811	1.25022674532439	3.18460610010346	1.08464690999223	-	-	-	hypothetical protein
370812	1.21614294894606	2.83297041041774	0.972305506297597	-	-	-	hypothetical protein
370813	1.22882701615146	2.86892677723971	0.946751055166769	-	-	-	hypothetical protein
370814	1.23478653415127	2.94183652265088	0.98647147770189	-	-	-	hypothetical protein
370815	1.27269047093187	3.11833730086571	1.03806283856476	-	-	-	hypothetical protein
370816	1.26392393381166	3.50391387997874	1.1968998992456	1301	Na+/H+-dicarboxylate symporters	C	sodium:dicarboxylate symporter family protein
370817	1.27040839219051	3.36423184167229	1.15110714777693	733	Na+-dependent transporters of the SNF family	R	sodium-dependent transporter, putative
370818	1.37376809468324	3.65775967901934	1.10824464544417	-	-	-	inclusion membrane protein B
370819	1.27901600305801	3.50222308334083	1.12337621022383	-	-	-	hypothetical protein
370820	1.2745589736449	3.37641641333767	1.17340328972766	3202	ATP/ADP translocase	C	conserved hypothetical protein
370821	1.30672215844613	3.50263578489456	1.12637383204899	664	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein k	T	cyclic nucleotide-binding protein, putative
370822	1.2843401378965	2.93511391982984	1.05834949867636	236	Acyl carrier protein	IQ	acyl carrier protein
370823	1.31007905912951	3.03610733561507	1.04961692614079	1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	IQR	3-oxoacyl-(acyl carrier protein) reductase
370824	1.24893538961947	3.17314963419507	1.08226675122742	331	(acyl-carrier-protein) S-malonyltransferase	I	malonyl CoA-acyl carrier protein transacylase
370825	1.27457483577577	3.12515752644353	1.07033590808225	332	3-oxoacyl-[acyl-carrier-protein] synthase III	I	3-oxoacyl-(acyl-carrier-protein) synthase III
370826	1.21940391575362	3.15651064001867	1.06081308442098	353	Recombinational DNA repair protein (RecF pathway)	L	recombination protein RecR
370827	1.29620099599497	3.35703583801437	1.16380425729273	4775	Outer membrane protein/protective antigen OMA87	M	outer membrane protein, putative
370828	1.27555089833735	3.321986703764	1.09793735520114	2825	Outer membrane protein	M	cationic outer membrane protein OmpH, putative
370829	1.33911320437893	3.65469750461159	1.18818248333678	1044	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	M	UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase
370830	1.23951483388466	2.96758175074501	1.03824541364604	-	-	-	conserved hypothetical protein
370831	1.2924401679862	3.41888411503432	1.13818963137658	1071	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha	C	pyruvate dehydrogenase, E1 component, alpha subunit
370832	1.31527653150181	3.49074772058367	1.15960631790849	22	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta s	C	pyruvate dehydrogenase, E1 component, beta subunit
370833	1.32240084668012	3.51731986981186	1.17437292709937	508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and	C	pyruvate dehydrogenase, E2 component, dihydrolipoamide acetyltransferase, putative
370834	1.23829564916632	3.12248661220579	1.09287093817883	58	Glucan phosphorylase	G	glycogen phosphorylase
370835	1.32689512824235	3.63474405388199	1.07892431679581	-	-	-	hypothetical protein
370836	1.2555483332147	3.09897994825539	1.09044267329846	593	ATPase involved in DNA replication initiation	L	chromosomal replication initiator protein DnaA
370837	1.26702427975965	3.14687490973054	1.10773904334536	706	Preprotein translocase subunit YidC	U	inner membrane protein, putative
370838	1.29656927772288	3.27967214041502	1.08017766832151	682	Prolipoprotein diacylglyceryltransferase	M	prolipoprotein diacylglyceryl transferase, putative
370839	1.31298442850859	3.526628207201	1.16450876280742	-	-	-	conserved hypothetical protein
370840	1.30783281118225	3.32452833899742	1.07711795516109	-	-	-	conserved hypothetical protein
370841	1.20349600225044	3.06431179183373	1.02825305242549	1694	Predicted pyrophosphatase	R	conserved hypothetical protein
370842	1.30539324308588	3.5187298863154	1.16660529861096	1253	Hemolysins and related proteins containing CBS domains	R	conserved hypothetical protein
370843	1.28423879168187	3.46673922627172	1.18553408341003	1253	Hemolysins and related proteins containing CBS domains	R	conserved hypothetical protein
370844	1.24480175132063	3.03674803683865	1.03694463480258	1104	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes	E	nifS protein, putative
370845	1.2797909673795	3.12164069400029	1.08251740560402	631	Serine/threonine protein phosphatase	T	serine/threonine protein phosphatase, putative
370846	1.34144862391579	3.38406296324691	1.05724787230729	5465	Uncharacterized conserved protein	S	conserved hypothetical protein
370847	1.30512895338972	3.24040505965211	1.09777227211509	847	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases	L	DNA polymerase III, epsilon subunit, putative
370848	1.32589806903544	3.62990960377028	1.13536279606856	2107	Predicted periplasmic solute-binding protein	R	conserved hypothetical protein
370849	1.32705653523292	3.52700569031894	1.16315158596685	-	-	-	conserved hypothetical protein
370850	1.24846904839414	3.09554321701915	1.07978701480085	1132	ABC-type multidrug transport system, ATPase and permease components	V	ABC transporter, ATP-binding protein
370851	1.28169711162098	3.12338052997399	1.04676619411761	825	Acetyl-CoA carboxylase alpha subunit	I	acetyl-coenzyme A carboxylase carboxyl transferase, alpha subunit
370852	1.2498850975278	3.16655533200038	1.08161272144502	-	-	-	conserved hypothetical protein
370853	1.2598831822563	2.90125131092759	1.03292801763966	776	Bacterial nucleoid DNA-binding protein	L	integration host factor beta subunit, putative
370854	1.23406522290124	2.95932961449808	1.02049697346867	860	N-acetylmuramoyl-L-alanine amidase	M	N-acetylmuramoyl-L-alanine amidase, putative
370855	1.25282727296768	3.14924286357358	1.10688138003503	769	UDP-N-acetylmuramyl tripeptide synthase	M	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
370856	1.25521333225848	3.07648973260927	1.04422523465025	-	-	-	hypothetical protein
370857	1.28323953541498	3.13943107017844	1.0808666239559	768	Cell division protein FtsI/penicillin-binding protein 2	M	penicillin-binding protein
370858	1.27522979365617	3.41141494329659	1.08127144624731	-	-	-	conserved hypothetical protein
370859	1.29116946301863	3.16231180017917	1.06774145727927	275	Predicted S-adenosylmethionine-dependent methyltransferase involved in cell envelope biogenesis	M	conserved hypothetical protein
370860	1.33528662680766	3.45601355621729	1.09845137779625	-	-	-	conserved hypothetical protein
370861	1.34306439361559	3.5323105154768	1.10037620280638	-	-	-	type III secretion chaperone, putative
370862	1.29271416592746	3.51001977261953	1.19567208371755	593	ATPase involved in DNA replication initiation	L	chromosomal replication initiator protein DnaA
370863	1.32783675015033	3.45099020949038	1.07557444745993	1664	Integral membrane protein CcmA involved in cell shape determination	M	conserved hypothetical protein
370864	1.24591768850676	3.05846137928474	1.01019315600856	-	-	-	conserved hypothetical protein
370865	1.27391162952469	3.54017835921833	1.19381895833728	1805	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB	C	NADH:ubiquinone oxidoreductase, subunit B, putative
370866	1.29425994589299	3.42235897392872	1.16879563143643	2869	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC	C	NADH:ubiquinone oxidoreductase, gamma subunit, putative
370867	1.2766453169299	3.65588094928333	1.14983308730178	1347	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD	C	NADH:ubiquinone oxidoreductase, subunit D, putative
370868	1.22295728280763	3.31619210963649	1.12980251411622	2209	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrE	C	NADH:ubiquinone oxidoreductase, subunit E, putative
370869	1.26157794759109	3.0891892652027	1.03527476610432	509	Glycine cleavage system H protein (lipoate-binding)	E	glycine cleavage system H protein
370870	1.25704690221272	3.20866461742456	1.11102610993017	-	-	-	conserved hypothetical protein
370871	1.23562212079173	3.00698835137743	1.05144521156469	1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	I	phospholipase D family protein
370872	1.29064155391234	3.22093627613511	1.10542914478011	95	Lipoate-protein ligase A	H	conserved hypothetical protein
370873	1.33150641687027	3.47936327595376	1.16736237064801	542	ATPases with chaperone activity, ATP-binding subunit	O	ATP-dependent Clp protease, ATP-binding subunit ClpC
370874	1.29858004180467	3.24780871275893	1.08043743858904	482	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase d	J	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
370875	1.32312812639527	3.51347778147641	1.17237042650568	-	-	-	conserved hypothetical protein
370876	1.29674713786232	3.20652697693015	1.07445583952738	-	-	-	conserved hypothetical protein
370877	1.22937292575767	3.12306337028072	1.04165806406548	1762	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	GT	PTS system, IIA component
370878	1.295640417718	3.13742866772143	1.0517059527653	1762	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	GT	PTS system, IIA component
370879	1.40667195595972	3.37086337502721	1.10604526771387	756	dUTPase	F	deoxyuridine 5`-triphosphate nucleotidohydrolase
370880	1.27998599159595	3.15616206950545	1.07902295689355	777	Acetyl-CoA carboxylase beta subunit	I	acetyl-coenzyme A carboxylase carboxyl transferase, beta subunit
370881	1.28498972571097	3.15564534978264	1.03427732197174	605	Superoxide dismutase	P	superoxide dismutase
370882	1.24554733545893	3.15159090653995	1.07689240012925	1109	Phosphomannomutase	G	phosphoglucomutase/phosphomannomutase, putative
370883	1.27654571400668	3.38618159516934	1.11096857252111	-	-	-	conserved hypothetical protein
370884	1.34148603378049	3.50931501063928	1.14034072437642	571	dsRNA-specific ribonuclease	K	ribonuclease III
370885	1.30050427075557	3.3680025924863	1.15603352049768	1066	Predicted ATP-dependent serine protease	O	DNA repair protein
370886	1.26418810177556	3.28130840990052	1.11975439883952	181	Porphobilinogen deaminase	H	porphobilinogen deaminase HemC, putative
370887	1.31064241757963	3.5461455811037	1.08474912527861	-	-	-	hypothetical protein
370888	1.28362394242161	3.47937885816307	1.12822482980253	-	-	-	hypothetical protein
370889	1.22627547287216	3.1697291499261	1.10540309927079	515	Serine/threonine protein kinase	RTKL	serine/threonine protein kinase
370890	1.26102297777849	3.15019675462962	1.09974254628652	525	Valyl-tRNA synthetase	J	valyl-tRNA synthetase
370891	1.32846829195439	3.48978152576207	1.14973671609527	-	-	-	conserved hypothetical protein
370892	1.28043798944295	3.04301119787157	0.950873632532126	-	-	-	ATP synthase, subunit K
370893	1.27272744334735	3.17928215655798	1.10034314531477	1269	Archaeal/vacuolar-type H+-ATPase subunit I	C	ATP synthase, subunit I, putative
370894	1.24524863537209	2.90514846083789	0.990318119149768	1394	Archaeal/vacuolar-type H+-ATPase subunit D	C	ATP synthase, subunit D
370895	1.2504514231954	2.97560407720502	1.03292615073442	1156	Archaeal/vacuolar-type H+-ATPase subunit B	C	ATP synthase, subunit B
370896	1.29294430809854	3.22853411901675	1.11769769387635	1155	Archaeal/vacuolar-type H+-ATPase subunit A	C	ATP synthase, subunit A
370897	1.22309955793696	3.12133891269806	1.02466811848449	-	-	-	conserved hypothetical protein
370898	1.21806701360952	2.94931555496038	0.983137751851602	1390	Archaeal/vacuolar-type H+-ATPase subunit E	C	ATP synthase, subunit E, putative
370899	1.29980060331872	3.37968938037855	1.12562313831358	-	-	-	conserved hypothetical protein
370900	1.28196785885798	3.1547691429926	1.06116800785965	-	-	-	conserved hypothetical protein
370901	1.23942993195152	2.98589119689683	1.01871531407151	176	Transaldolase	G	transaldolase
370902	1.2888334079828	3.17081898554891	1.1105063012928	86	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	K	DNA-directed RNA polymerase, beta` subunit
370903	1.27164471375142	3.13305953265631	1.10015155870564	85	DNA-directed RNA polymerase, beta subunit/140 kD subunit	K	DNA-directed RNA polymerase, beta subunit
370904	1.27977874924709	3.01518531597565	0.980746104976135	222	Ribosomal protein L7/L12	J	ribosomal protein L7/L12
370905	1.29490929531939	3.02738664684506	1.03175598673626	244	Ribosomal protein L10	J	ribosomal protein L10
370906	1.35875055956258	3.20669964963796	1.06465945047646	81	Ribosomal protein L1	J	ribosomal protein L1
370907	1.2042770521963	2.75253613815363	0.947395508667755	80	Ribosomal protein L11	J	ribosomal protein L11
370908	1.26207254600627	3.1345358604207	0.985927431788109	250	Transcription antiterminator	K	transcription antitermination protein NusG
370909	1.20312369488401	3.04132779517341	1.0676750436878	690	Preprotein translocase subunit SecE	U	preprotein translocase SecE subunit
370910	1.37868148071223	3.33687130315406	1.1227172756767	50	GTPases - translation elongation factors	J	translation elongation factor Tu
370911	1.40501390341229	3.326018894103	1.10990570828012	361	Translation initiation factor 1 (IF-1)	J	translation initiation factor 1
370912	1.30716241016026	3.36023840498897	1.09146934197078	-	-	-	conserved hypothetical protein
370913	1.2817361391416	3.27832558314937	1.07198157752727	2166	SufE protein probably involved in Fe-S center assembly	R	conserved hypothetical protein
370914	1.33186091511676	3.24840649905764	1.11878155822535	-	-	-	conserved hypothetical protein
370915	1.33698222783442	3.02371457111477	1.04498349591427	-	-	-	hypothetical protein
370916	1.2600166492543	3.21649578285093	1.10424842217575	4889	Predicted helicase	R	helicase, putative
370917	1.27080022025426	2.99487604656138	1.00342895105689	135	Phosphoribosylanthranilate isomerase	E	N-(5'-phosphoribosyl)-anthranilate isomerase, putative
370918	1.33044995021805	3.6233107159016	1.15788995068229	149	Triosephosphate isomerase	G	triosephosphate isomerase
370919	1.3263040062654	3.47386305264951	1.15608146894277	1570	Exonuclease VII, large subunit	L	exodeoxyribonuclease, large subunit
370920	1.27505970404583	3.32656009304944	1.06568983964477	-	-	-	exodeoxyribonuclease, small subunit
370921	1.30921832244563	3.66994814012513	1.16056130129962	-	-	-	conserved hypothetical protein
370922	1.30495057196463	3.56029171860156	1.20419124837623	1154	Deoxyxylulose-5-phosphate synthase	HI	1-deoxyxylulose-5-phosphate synthase
370923	1.31685898460284	3.56948105932236	1.17669510057683	469	Pyruvate kinase	G	pyruvate kinase
370924	1.313927215769	3.54345236234847	1.20489462162348	178	Excinuclease ATPase subunit	L	excinuclease ABC, subunit A
370925	1.29707358690527	3.4082659356701	1.16600464431569	2812	DNA polymerase III, gamma/tau subunits	L	DNA polymerase III, gamma subunit
370926	1.26669431530937	3.33641612894989	1.13438299833844	718	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein
370927	1.22530225852147	2.98608008071572	1.03471561741217	1080	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	G	phosphoenolpyruvate-protein phosphotransferase
370928	1.25535164358295	2.93337827234419	1.021135135469	1925	Phosphotransferase system, HPr-related proteins	G	phosphocarrier protein HPr
370929	1.24851819331366	3.41917012763938	1.13877579394629	658	Predicted membrane metal-binding protein	R	conserved hypothetical protein
370930	1.28574836866488	3.23866493621495	1.13093288919888	22	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta s	C	2-oxoisovalerate dehydrogenase, E1 component, alpha and beta subunit
370931	1.33435863515671	3.45524529385035	1.1706541104253	484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	O	dnaJ protein
370932	1.25414169566992	3.07384922061659	1.08823294820184	-	-	-	ribosomal protein S21
370933	1.32854967729055	3.48754868084066	1.13934343648427	1214	Inactive homolog of metal-dependent proteases, putative molecular chaperone	O	conserved hypothetical protein
370934	1.18546480654955	2.64499572422905	0.993627775584097	-	-	-	hypothetical protein
370935	1.35247401342575	3.51667729562091	1.17932927505339	466	ATP-dependent Lon protease, bacterial type	O	protease, Lon family
370936	1.23899833446374	3.40389341406048	1.10506763172768	-	-	-	conserved hypothetical protein
370937	1.34732607782982	3.51783848738588	1.15385581547331	1234	Metal-dependent hydrolases of the beta-lactamase superfamily III	R	AtsA/ElaC family protein
370938	1.28855727263317	3.31826811907221	1.11550649165826	4974	Site-specific recombinase XerD	L	integrase/recombinase, phage integrase family
370939	1.32569172814587	3.58303229989869	1.21399980172377	488	ATPase components of ABC transporters with duplicated ATPase domains	R	ABC transporter, ATP-binding protein
370940	1.33052246603255	3.6645850673433	1.14398961214819	424	Nucleotide-binding protein implicated in inhibition of septum formation	D	maf protein
370941	1.310084339	3.37004161800207	1.12470741122797	-	-	-	conserved hypothetical protein
370942	1.31209176958957	3.48756196624272	1.18686501573312	-	-	-	conserved hypothetical protein
370943	1.24657977997017	3.21719893855847	1.07921007672195	1314	Preprotein translocase subunit SecG	U	conserved hypothetical protein
370944	1.3106395450374	3.14334056279997	1.05024096722866	242	N-formylmethionyl-tRNA deformylase	J	polypeptide deformylase
370945	1.28204297264099	3.18090709580948	1.08760698307156	30	Dimethyladenosine transferase (rRNA methylation)	J	dimethyladenosine transferase
370946	1.25495893472193	3.10890479895768	1.06070191933971	-	-	-	conserved hypothetical protein
370947	1.26985777339719	3.21913464737777	1.11989396643754	1331	Highly conserved protein containing a thioredoxin domain	O	conserved hypothetical protein
370948	1.26530817911179	3.76352430206968	1.21395259718363	-	-	-	hypothetical protein
370949	1.31748473078835	3.72330814400149	1.20401921916934	-	-	-	hypothetical protein
370950	1.35940023602601	3.44639693024229	1.02956958054499	1268	Uncharacterized conserved protein	R	BioY family protein
370951	1.23746565230953	2.85003174674064	0.954966043420142	-	-	-	hypothetical protein
370952	1.28964542380497	3.19427823526257	1.06212406019354	329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	EM	dihydrodipicolinate synthetase
370953	1.26618352199318	3.10781838366848	1.03488440081202	527	Aspartokinases	E	aspartokinase III
370954	1.29507918752947	3.19723929828647	1.06864589166914	136	Aspartate-semialdehyde dehydrogenase	E	aspartate-semialdehyde dehydrogenase
370955	1.2935687970293	3.03610056229008	1.05012722447093	289	Dihydrodipicolinate reductase	E	dihydrodipicolinate reductase
370956	1.29969843945445	3.1893375736559	1.07819711561028	-	-	-	conserved hypothetical protein
370957	1.30139693088995	3.54467722640924	1.12934359111549	128	5-enolpyruvylshikimate-3-phosphate synthase	E	3-phosphoshikimate 1-carboxyvinyltransferase
370958	1.29809307414493	3.3345835265165	1.08586927910855	703	Shikimate kinase	E	shikimate kinase
370959	1.32239333014998	3.51109268134852	1.14979777304087	82	Chorismate synthase	E	chorismate synthase
370960	1.30265655657746	3.55324042380636	1.17789456159823	337	3-dehydroquinate synthetase	E	3-dehydroquinate synthase
370961	1.32322038813626	3.64421034321333	1.18784167742455	169	Shikimate 5-dehydrogenase	E	3-dehydroquinate dehydratase/shikimate 5-dehydrogenase
370962	1.33810172159545	3.61399165328526	1.1736559555039	-	-	-	conserved hypothetical protein
370963	1.32917832989857	3.5705731483761	1.20844494532885	-	-	-	conserved hypothetical protein
370964	1.27463214515636	3.3323452900983	1.0944486145225	1945	Uncharacterized conserved protein	S	conserved hypothetical protein
370965	1.27781491656946	3.56522977639478	1.18773096095597	531	Amino acid transporters	E	amino acid permease
370966	1.3369298016871	3.6427556234077	1.18142010258336	665	Glycine/D-amino acid oxidases (deaminating)	E	oxidoreductase, DadA family
370967	1.26685261558708	3.17741768048776	1.08889831309017	39	Malate/lactate dehydrogenases	C	malate dehydrogenase
370968	1.38259028450374	3.69497219013818	1.15052369615422	-	-	-	conserved hypothetical protein
370969	1.2446126031328	3.08101759933639	1.06405062029203	166	Glucose-6-phosphate isomerase	G	glucose-6-phosphate isomerase
370970	1.24144299067413	3.05634665825201	1.03949825575874	2262	GTPases	R	GTP-binding protein HflX
370971	1.29212868512411	3.2817531684877	1.10539730911872	1235	Metal-dependent hydrolases of the beta-lactamase superfamily I	R	hydrolase, metal-dependent, putative
370972	1.264548653849	3.02250752437224	1.00427730813967	834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	ET	amino acid ABC transporter, periplasmic amino acid-binding protein
370973	1.26283004850873	3.29197678804802	1.1249704371779	2876	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	E	phospho-2-dehydro-3-deoxyheptonate aldolase, putative
370974	1.31530898406488	3.57318474327908	1.18628441439738	-	-	-	conserved hypothetical protein
370975	1.25695043442494	3.23875611648117	1.09861014222628	-	-	-	conserved hypothetical protein
370976	1.25152037346345	2.97363663977546	1.01841956274169	537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	FGR	HIT family protein
370977	1.2630144639743	3.31122720186889	1.07126170100773	4286	Uncharacterized conserved protein related to MYG1 family	S	conserved hypothetical protein
370978	1.29773868409486	3.45215595262966	1.16658317949071	1611	Predicted Rossmann fold nucleotide-binding protein	R	conserved hypothetical protein
370979	1.3253851795138	3.15846362070978	1.05045848356306	1872	Uncharacterized conserved protein	S	conserved hypothetical protein
370980	1.30109761812232	3.42982904060151	1.14271576699399	-	-	-	conserved hypothetical protein
370981	1.30195435449425	3.48164430935179	1.17048651756668	436	Aspartate/tyrosine/aromatic aminotransferase	E	aminotransferase, class I
370982	1.31468147806028	3.57901670684781	1.14283754971092	2984	ABC-type uncharacterized transport system, periplasmic component	R	conserved hypothetical protein
370983	1.32367083116402	3.26543514719935	1.10310006480796	-	-	-	conserved hypothetical protein
370984	1.31732899488521	3.52449116564942	1.18214470142644	442	Prolyl-tRNA synthetase	J	prolyl-tRNA synthetase
370985	1.31339417762032	3.32538842465262	1.11630160912617	1420	Transcriptional regulator of heat shock gene	K	heat shock gene repressor HcrA
370986	1.36238049825986	3.365578658333	1.09107154224829	576	Molecular chaperone GrpE (heat shock protein)	O	grpE protein
370987	1.31435280824908	3.61787082367132	1.14913885495657	443	Molecular chaperone	O	dnaK protein
370988	1.31353303114738	3.50426066215717	1.20101652987421	557	Exoribonuclease R	K	exoribonuclease, VacB/Rnb family
370989	1.33408287842749	3.33394098638816	1.08130049219894	1579	Zn-ribbon protein, possibly nucleic acid-binding	R	conserved hypothetical protein
370990	1.25677611310825	3.42476526263015	1.06469064079843	-	-	-	hypothetical protein
370991	1.25856956185701	3.10872703681312	1.05218571507481	794	Predicted sugar phosphate isomerase involved in capsule formation	M	carbohydrate isomerase, KpsF/GutQ family
370992	1.27976988354666	3.07995528481476	1.05620142339802	508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and	C	2-oxo acid dehydrogenase, E2 component, lipoamide acyltransferase
370993	1.3001748224835	3.09253998138196	1.03993219551641	1301	Na+/H+-dicarboxylate symporters	C	sodium:dicarboxylate symporter family protein
370994	1.30426001470608	3.13598629889593	1.06735662846177	1663	Tetraacyldisaccharide-1-P 4'-kinase	M	tetraacyldisaccharide 4`-kinase
370995	1.25374148180278	3.23545599849887	1.07674597750776	566	rRNA methylases	J	spoU rRNA methylase family protein
370996	1.2207663441333	2.91411942690208	0.984076917000609	1092	Predicted SAM-dependent methyltransferases	R	conserved hypothetical protein
370997	1.3652375254205	3.13691455535598	1.0625520281149	307	Riboflavin synthase alpha chain	H	riboflavin synthase, alpha subunit
370998	1.34413685575968	3.31956224796024	1.06684928037533	1327	Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains	K	conserved hypothetical protein
370999	1.33827555067401	3.14148216509373	1.04603272515979	1734	DnaK suppressor protein	T	conserved hypothetical protein
371000	1.2646242881753	3.70535209744082	1.14676370430165	597	Lipoprotein signal peptidase	MU	lipoprotein signal peptidase
371001	1.22356336291907	2.83261333040827	0.986460211671074	-	-	-	hypothetical protein
371002	1.33587051350884	3.6809720969968	1.18289593910339	1115	Na+/alanine symporter	E	sodium/alanine symporter family protein
371003	1.31744103974233	3.54794162482564	1.18446368561338	617	tRNA nucleotidyltransferase/poly(A) polymerase	J	poly(A) polymerase family protein
371004	1.32585861263515	3.53043298331881	1.19651808487191	763	Lipid A disaccharide synthetase	M	lipid-A-disaccharide synthase, putative
371005	1.29598254776457	3.43416557349681	1.15778896749553	-	-	-	polymorphic membrane protein A family
371006	1.33230022886265	3.57186672553099	1.18570506966605	-	-	-	polymorphic membrane protein B/C family
371007	1.32928618904703	3.50792894428953	1.15606868842401	-	-	-	polymorphic membrane protein B/C family
371008	1.34410146808262	3.54599385082763	1.10279451552713	803	ABC-type metal ion transport system, periplasmic component/surface adhesin	P	ABC transporter, periplasmic substrate-binding protein, putative
371009	1.3031222541737	3.35502266151863	1.12012896485965	1121	ABC-type Mn/Zn transport systems, ATPase component	P	ABC transporter, ATP-binding protein
371010	1.31910178373356	3.65727856246359	1.13384835506359	1108	ABC-type Mn2+/Zn2+ transport systems, permease components	P	ABC transporter, permease protein
371011	1.32024433392292	3.35925274744531	1.13240813926356	536	Predicted GTPase	R	GTP-binding protein, GTP1/Obg family
371012	1.48700517709495	3.64370158987865	1.15781344671662	211	Ribosomal protein L27	J	ribosomal protein L27
371013	1.34141166095099	3.27823547313899	1.01252194417024	261	Ribosomal protein L21	J	ribosomal protein L21
371014	1.25647120227832	3.61226826736203	1.13664215596614	2928	Uncharacterized conserved protein	S	conserved hypothetical protein
371015	1.26458604450286	3.2910654077839	1.13999770909703	-	-	-	conserved hypothetical protein
371016	1.30093621593623	3.36158050776279	1.0898836882358	-	-	-	conserved hypothetical protein
371017	1.27874766178212	3.43163417349916	1.12366431670812	319	Predicted metal-dependent hydrolase	R	conserved hypothetical protein
371018	1.27639445419106	3.32445279573765	1.12886335834868	1253	Hemolysins and related proteins containing CBS domains	R	hemolysin, putative
371019	1.28747901224802	3.23335369083354	1.06132717325878	1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	T	anti-anti-sigma factor
371020	1.29640936807794	3.51523201291168	1.20861062046367	-	-	-	conserved hypothetical protein
371021	1.33685189523672	3.5467416048995	1.11679422131426	-	-	-	hypothetical protein
371022	1.31319367249709	3.52277845750947	1.18942527474773	1060	Thiamine biosynthesis enzyme ThiH and related uncharacterized enzymes	HR	conserved hypothetical protein
371023	1.30906271000935	3.36323579094806	1.14794329310568	1427	Predicted periplasmic solute-binding protein	R	conserved hypothetical protein
371024	1.28878305748147	3.40057273042332	1.14170056148133	2226	Methylase involved in ubiquinone/menaquinone biosynthesis	H	ubiquinone/menaquinone biosynthesis methyltransferase
371025	1.29950674981345	3.23381001343022	1.04109831119874	-	-	-	conserved hypothetical protein
371026	1.25473727803323	3.04010730516054	1.02821600018978	253	Diaminopimelate epimerase	E	diaminopimelate epimerase
371027	1.2634439525255	2.98161143425264	1.00875461584486	740	Protease subunit of ATP-dependent Clp proteases	OU	ATP-dependent Clp protease, proteolytic subunit
